Index,Year,Month,Raw Material,Feedstock Type,Avg Sugar/Starch Content (%),Ethanol Yield (L/ton),Production Volume (tons),Ethanol Produced (L),Cost per Ton (USD),Total Cost (USD),Water Used (m3),CO2 Emitted (tons)
547,2022,1,Wheat,Starch-based,55,370,785.5,290635.0,70.48,55362.04,3195.56,458.08
548,2024,6,Bagasse,Cellulose-based,20,210,707.96,148671.6,72.22,51128.87,3353.54,267.79
549,2022,9,Rice Straw,Cellulose-based,18,190,694.79,132010.1,110.11,76503.33,3456.92,315.58
550,2020,2,Molasses,Sugar-based,48,250,793.27,198317.5,55.43,43970.96,2757.2,453.25
551,2020,12,Wheat,Starch-based,55,370,386.39,142964.3,59.59,23024.98,1759.73,329.91
552,2023,9,Wheat,Starch-based,55,370,121.61,44995.7,65.29,7939.92,380.67,105.05
553,2024,11,Corn,Starch-based,60,400,340.8,136320.0,113.1,38544.48,1565.35,223.27
554,2024,11,Wheat,Starch-based,55,370,735.45,272116.5,111.88,82282.15,3346.16,426.5
555,2022,9,Molasses,Sugar-based,48,250,682.4,170600.0,77.51,52892.82,2196.54,420.27
556,2020,8,Rice Straw,Cellulose-based,18,190,964.0,183160.0,93.62,90249.68,4789.7,367.44
557,2024,8,Sugarcane,Sugar-based,14,70,446.73,31271.1,44.9,20058.18,1561.66,77.4
558,2020,9,Rice Straw,Cellulose-based,18,190,790.48,150191.2,112.97,89300.53,2549.34,372.07
559,2022,7,Corn,Starch-based,60,400,944.91,377964.0,108.26,102295.96,4288.27,883.83
560,2023,11,Molasses,Sugar-based,48,250,706.5,176625.0,99.53,70317.95,3518.02,342.35
561,2022,2,Corn,Starch-based,60,400,295.55,118220.0,115.17,34038.49,1008.0,290.27
562,2024,10,Bagasse,Cellulose-based,20,210,523.32,109897.2,101.57,53153.61,1686.73,229.04
563,2024,8,Wheat,Starch-based,55,370,366.71,135682.7,76.23,27954.3,1548.87,287.51
564,2024,12,Rice Straw,Cellulose-based,18,190,910.39,172974.1,69.8,63545.22,3149.88,352.25
565,2022,1,Rice Straw,Cellulose-based,18,190,211.85,40251.5,94.0,19913.9,930.17,70.49
566,2022,10,Sugarcane,Sugar-based,14,70,685.3,47971.0,48.26,33072.58,2950.82,72.98
567,2020,3,Sugarcane,Sugar-based,14,70,359.8,25186.0,59.48,21400.9,1535.23,53.53
568,2020,4,Molasses,Sugar-based,48,250,883.5,220875.0,69.18,61120.53,4340.87,340.56
569,2023,12,Wheat,Starch-based,55,370,895.46,331320.2,82.79,74135.13,3079.74,630.26
570,2022,12,Rice Straw,Cellulose-based,18,190,734.08,139475.2,55.8,40961.66,3658.16,274.24
571,2021,3,Molasses,Sugar-based,48,250,895.05,223762.5,45.23,40483.11,3857.56,360.94
572,2023,5,Wheat,Starch-based,55,370,975.22,360831.4,84.74,82640.14,3605.52,801.78
573,2021,1,Bagasse,Cellulose-based,20,210,814.76,171099.6,80.82,65848.9,2571.92,349.94
574,2022,10,Bagasse,Cellulose-based,20,210,297.22,62416.2,99.69,29629.86,1383.99,118.61
575,2021,9,Sugarcane,Sugar-based,14,70,462.55,32378.5,41.75,19311.46,1597.25,75.86
576,2020,2,Sugarcane,Sugar-based,14,70,665.11,46557.7,90.26,60032.83,2733.6,77.66
577,2024,4,Corn,Starch-based,60,400,971.35,388540.0,98.58,95755.68,3610.62,939.04
578,2021,4,Sugarcane,Sugar-based,14,70,213.42,14939.4,63.11,13468.94,887.7,25.98
579,2024,1,Bagasse,Cellulose-based,20,210,897.67,188510.7,101.78,91364.85,3839.46,405.44
580,2021,11,Rice Straw,Cellulose-based,18,190,937.75,178172.5,95.73,89770.81,2887.55,290.43
581,2020,6,Sugarcane,Sugar-based,14,70,624.99,43749.3,86.51,54067.88,2657.0,73.91
582,2022,10,Rice Straw,Cellulose-based,18,190,412.53,78380.7,58.96,24322.77,1706.91,146.9
583,2024,12,Corn,Starch-based,60,400,957.08,382832.0,85.76,82079.18,4712.14,631.01
584,2024,1,Bagasse,Cellulose-based,20,210,382.43,80310.3,63.63,24334.02,1577.09,127.6
585,2024,7,Molasses,Sugar-based,48,250,218.72,54680.0,59.19,12946.04,708.2,100.16
586,2023,5,Molasses,Sugar-based,48,250,640.41,160102.5,109.64,70214.55,3032.52,284.99
587,2024,11,Molasses,Sugar-based,48,250,229.17,57292.5,68.81,15769.19,1088.02,140.95
588,2021,12,Corn,Starch-based,60,400,483.34,193336.0,59.39,28705.56,1863.58,453.83
589,2021,7,Corn,Starch-based,60,400,941.56,376624.0,71.25,67086.15,4658.93,622.44
590,2021,3,Corn,Starch-based,60,400,908.81,363524.0,66.87,60772.12,3093.98,672.05
591,2024,6,Rice Straw,Cellulose-based,18,190,192.32,36540.8,71.73,13795.11,738.54,77.09
592,2021,10,Molasses,Sugar-based,48,250,603.45,150862.5,95.15,57418.27,2404.0,288.06
593,2022,8,Sugarcane,Sugar-based,14,70,850.81,59556.7,91.29,77670.44,3796.35,129.9
594,2024,2,Sugarcane,Sugar-based,14,70,801.09,56076.3,46.1,36930.25,3856.49,104.11
595,2023,2,Sugarcane,Sugar-based,14,70,600.3,42021.0,90.42,54279.13,2732.37,76.69
596,2021,3,Corn,Starch-based,60,400,493.14,197256.0,78.78,38849.57,1769.0,346.73
597,2022,9,Corn,Starch-based,60,400,654.98,261992.0,99.67,65281.86,2531.99,487.46
598,2021,1,Rice Straw,Cellulose-based,18,190,581.51,110486.9,113.88,66222.36,2235.19,194.67
599,2022,6,Wheat,Starch-based,55,370,495.3,183261.0,86.46,42823.64,2276.18,293.13
600,2021,7,Wheat,Starch-based,55,370,843.07,311935.9,115.45,97332.43,2550.96,487.36
601,2024,7,Bagasse,Cellulose-based,20,210,272.71,57269.1,87.97,23990.3,822.57,133.51
602,2022,2,Sugarcane,Sugar-based,14,70,248.18,17372.6,88.08,21859.69,984.65,28.44
603,2021,11,Sugarcane,Sugar-based,14,70,699.4,48958.0,96.16,67254.3,3339.17,82.3
604,2021,1,Molasses,Sugar-based,48,250,766.73,191682.5,85.45,65517.08,2597.36,350.47
605,2023,1,Corn,Starch-based,60,400,843.76,337504.0,68.82,58067.56,3187.36,779.32
606,2022,9,Corn,Starch-based,60,400,701.56,280624.0,94.99,66641.18,2621.6,692.04
607,2024,11,Bagasse,Cellulose-based,20,210,870.87,182882.7,59.04,51416.16,3190.52,298.14
608,2021,12,Wheat,Starch-based,55,370,526.41,194771.7,75.51,39749.22,2314.32,456.55
609,2024,11,Bagasse,Cellulose-based,20,210,641.59,134733.9,54.98,35274.62,2896.4,315.59
610,2020,7,Bagasse,Cellulose-based,20,210,657.83,138144.3,47.04,30944.32,2191.96,340.15
611,2021,10,Rice Straw,Cellulose-based,18,190,169.89,32279.1,43.21,7340.95,650.19,76.49
612,2021,9,Molasses,Sugar-based,48,250,340.45,85112.5,91.85,31270.33,1413.59,130.12
613,2022,1,Bagasse,Cellulose-based,20,210,344.12,72265.2,65.35,22488.24,1672.0,136.42
614,2023,11,Bagasse,Cellulose-based,20,210,212.75,44677.5,59.33,12622.46,783.28,69.86
615,2022,5,Rice Straw,Cellulose-based,18,190,263.34,50034.6,79.56,20951.33,938.14,112.97
616,2020,1,Wheat,Starch-based,55,370,245.34,90775.8,104.0,25515.36,914.84,204.38
617,2024,10,Molasses,Sugar-based,48,250,789.57,197392.5,46.3,36557.09,2733.7,491.86
618,2023,11,Sugarcane,Sugar-based,14,70,384.63,26924.1,105.52,40586.16,1172.26,62.65
619,2021,6,Corn,Starch-based,60,400,854.3,341720.0,70.94,60604.04,2665.45,773.95
620,2020,9,Molasses,Sugar-based,48,250,111.07,27767.5,90.55,10057.39,529.37,57.33
621,2020,11,Rice Straw,Cellulose-based,18,190,549.68,104439.2,88.62,48712.64,1791.87,180.19
622,2021,12,Sugarcane,Sugar-based,14,70,349.85,24489.5,64.7,22635.3,1117.9,49.69
623,2022,4,Corn,Starch-based,60,400,799.71,319884.0,70.03,56003.69,3406.95,574.32
624,2024,3,Bagasse,Cellulose-based,20,210,887.64,186404.4,80.68,71614.8,2672.54,305.53
625,2023,10,Sugarcane,Sugar-based,14,70,190.47,13332.9,106.97,20374.58,757.1,26.72
626,2024,2,Bagasse,Cellulose-based,20,210,875.12,183775.2,87.77,76809.28,3939.37,280.78
627,2024,12,Molasses,Sugar-based,48,250,672.74,168185.0,73.65,49547.3,3284.86,294.09
628,2021,11,Sugarcane,Sugar-based,14,70,496.27,34738.9,98.22,48743.64,1801.14,55.49
629,2021,2,Molasses,Sugar-based,48,250,407.86,101965.0,100.06,40810.47,1282.58,176.55
630,2022,5,Sugarcane,Sugar-based,14,70,600.77,42053.9,79.71,47887.38,1959.87,87.1
631,2023,7,Bagasse,Cellulose-based,20,210,136.78,28723.8,50.55,6914.23,645.94,65.22
632,2022,3,Sugarcane,Sugar-based,14,70,464.05,32483.5,70.53,32729.45,1504.08,66.96
633,2024,4,Corn,Starch-based,60,400,903.08,361232.0,116.62,105317.19,4396.65,727.45
634,2024,4,Molasses,Sugar-based,48,250,210.26,52565.0,116.24,24440.62,1020.64,89.35
635,2024,1,Corn,Starch-based,60,400,336.85,134740.0,53.89,18152.85,1220.4,294.37
636,2022,9,Rice Straw,Cellulose-based,18,190,469.82,89265.8,85.21,40033.36,2250.31,184.12
637,2020,11,Rice Straw,Cellulose-based,18,190,285.0,54150.0,90.59,25818.15,1408.79,118.86
638,2022,2,Corn,Starch-based,60,400,983.73,393492.0,102.38,100714.28,3216.6,832.95
639,2022,10,Corn,Starch-based,60,400,785.9,314360.0,62.15,48843.68,3207.84,629.4
640,2021,3,Bagasse,Cellulose-based,20,210,922.21,193664.1,46.86,43214.76,4016.99,417.93
641,2024,12,Bagasse,Cellulose-based,20,210,471.47,99008.7,96.46,45478.0,2083.6,205.82
642,2020,11,Sugarcane,Sugar-based,14,70,391.68,27417.6,114.34,44784.69,1620.74,54.02
643,2024,6,Sugarcane,Sugar-based,14,70,618.35,43284.5,114.15,70584.65,2017.43,74.95
644,2024,11,Corn,Starch-based,60,400,738.43,295372.0,98.67,72860.89,3344.14,702.78
645,2024,6,Sugarcane,Sugar-based,14,70,492.91,34503.7,55.95,27578.31,1755.3,64.46
646,2023,9,Bagasse,Cellulose-based,20,210,872.36,183195.6,92.78,80937.56,3210.38,311.75
647,2023,5,Corn,Starch-based,60,400,673.19,269276.0,54.76,36863.88,2072.45,464.07
648,2021,10,Wheat,Starch-based,55,370,834.37,308716.9,76.2,63578.99,3699.59,767.86
649,2020,11,Corn,Starch-based,60,400,779.21,311684.0,87.54,68212.04,2594.18,570.72
650,2022,6,Bagasse,Cellulose-based,20,210,755.49,158652.9,117.66,88890.95,3516.79,285.89
651,2022,11,Corn,Starch-based,60,400,214.51,85804.0,90.88,19494.67,969.67,198.52
652,2021,11,Rice Straw,Cellulose-based,18,190,926.26,175989.4,105.7,97905.68,3634.6,294.77
653,2024,4,Rice Straw,Cellulose-based,18,190,218.46,41507.4,45.01,9832.88,1041.46,62.75
654,2022,5,Molasses,Sugar-based,48,250,863.56,215890.0,105.38,91001.95,2914.79,346.84
655,2024,3,Wheat,Starch-based,55,370,291.85,107984.5,75.87,22142.66,994.59,217.03
656,2021,3,Bagasse,Cellulose-based,20,210,401.76,84369.6,112.75,45298.44,1289.86,131.72
657,2022,9,Molasses,Sugar-based,48,250,598.76,149690.0,58.72,35159.19,2697.41,335.08
658,2020,1,Rice Straw,Cellulose-based,18,190,151.53,28790.7,92.91,14078.65,732.2,64.71
659,2023,2,Rice Straw,Cellulose-based,18,190,443.92,84344.8,70.45,31274.16,2163.63,128.79
660,2023,7,Rice Straw,Cellulose-based,18,190,908.75,172662.5,101.86,92565.27,4154.42,411.13
661,2023,11,Rice Straw,Cellulose-based,18,190,973.89,185039.1,94.35,91886.52,3201.01,336.06
662,2023,9,Bagasse,Cellulose-based,20,210,476.53,100071.3,92.74,44193.39,2379.48,224.31
663,2022,10,Wheat,Starch-based,55,370,884.9,327413.0,62.97,55722.15,3830.51,604.49
664,2024,9,Bagasse,Cellulose-based,20,210,545.1,114471.0,58.08,31659.41,1676.59,274.25
665,2023,12,Bagasse,Cellulose-based,20,210,520.28,109258.8,103.75,53979.05,1787.41,211.39
666,2021,11,Bagasse,Cellulose-based,20,210,125.24,26300.4,87.11,10909.66,454.66,47.01
667,2020,5,Wheat,Starch-based,55,370,518.21,191737.7,75.01,38870.93,1555.28,414.58
668,2021,10,Rice Straw,Cellulose-based,18,190,285.61,54265.9,85.0,24276.85,1276.12,125.64
669,2022,12,Wheat,Starch-based,55,370,706.69,261475.3,61.01,43115.16,2166.94,635.16
670,2022,6,Molasses,Sugar-based,48,250,117.1,29275.0,53.15,6223.86,543.86,62.53
671,2020,2,Molasses,Sugar-based,48,250,395.13,98782.5,119.69,47293.11,1592.19,180.29
672,2024,1,Wheat,Starch-based,55,370,756.77,280004.9,108.96,82457.66,3365.92,602.0
673,2024,9,Wheat,Starch-based,55,370,544.24,201368.8,79.1,43049.38,1795.08,374.47
674,2023,12,Rice Straw,Cellulose-based,18,190,215.88,41017.2,47.89,10338.49,934.86,92.8
675,2022,7,Molasses,Sugar-based,48,250,330.46,82615.0,84.79,28019.7,1183.85,131.48
676,2022,8,Molasses,Sugar-based,48,250,483.89,120972.5,93.91,45442.11,2260.52,296.42
677,2023,12,Corn,Starch-based,60,400,681.59,272636.0,114.42,77987.53,2408.68,462.59
678,2023,4,Bagasse,Cellulose-based,20,210,229.97,48293.7,51.93,11942.34,697.88,109.64
679,2022,8,Sugarcane,Sugar-based,14,70,918.92,64324.4,70.23,64535.75,4564.63,145.25
680,2023,9,Sugarcane,Sugar-based,14,70,349.81,24486.7,85.11,29772.33,1115.44,57.8
681,2022,12,Wheat,Starch-based,55,370,554.35,205109.5,55.59,30816.32,1796.71,433.38
682,2023,4,Molasses,Sugar-based,48,250,336.03,84007.5,90.06,30262.86,1594.4,164.7
683,2020,10,Sugarcane,Sugar-based,14,70,958.7,67109.0,109.91,105370.72,3077.55,167.53
684,2022,9,Corn,Starch-based,60,400,435.13,174052.0,105.87,46067.21,1946.75,317.24
685,2023,2,Wheat,Starch-based,55,370,342.19,126610.3,119.42,40864.33,1220.94,238.18
686,2022,1,Molasses,Sugar-based,48,250,479.73,119932.5,109.75,52650.37,1737.07,250.3
687,2022,3,Sugarcane,Sugar-based,14,70,251.96,17637.2,92.64,23341.57,1118.69,35.04
688,2021,11,Bagasse,Cellulose-based,20,210,267.42,56158.2,105.59,28236.88,1198.36,124.52
689,2022,8,Bagasse,Cellulose-based,20,210,443.36,93105.6,110.96,49195.23,1999.29,156.06
690,2020,2,Bagasse,Cellulose-based,20,210,100.13,21027.3,80.59,8069.48,438.32,48.75
691,2023,7,Wheat,Starch-based,55,370,439.32,162548.4,61.73,27119.22,1868.72,244.0
692,2020,11,Bagasse,Cellulose-based,20,210,598.71,125729.1,48.17,28839.86,1903.06,311.26
693,2023,7,Sugarcane,Sugar-based,14,70,762.87,53400.9,57.4,43788.74,2847.9,111.13
694,2022,8,Molasses,Sugar-based,48,250,963.11,240777.5,71.01,68390.44,3149.05,582.81
695,2020,2,Molasses,Sugar-based,48,250,219.78,54945.0,107.68,23665.91,1022.63,93.79
696,2022,6,Sugarcane,Sugar-based,14,70,547.41,38318.7,106.29,58184.21,2252.46,86.03
697,2024,4,Sugarcane,Sugar-based,14,70,385.16,26961.2,109.61,42217.39,1678.77,47.48
698,2023,6,Molasses,Sugar-based,48,250,876.47,219117.5,49.01,42955.79,2871.37,339.28
699,2021,12,Wheat,Starch-based,55,370,939.62,347659.4,103.08,96856.03,3831.84,810.1
700,2020,3,Sugarcane,Sugar-based,14,70,576.83,40378.1,80.32,46330.99,2366.22,92.32
701,2023,6,Sugarcane,Sugar-based,14,70,792.94,55505.8,48.28,38283.14,3794.61,121.33
702,2020,8,Sugarcane,Sugar-based,14,70,652.31,45661.7,84.76,55289.8,3166.41,95.03
703,2023,5,Sugarcane,Sugar-based,14,70,981.88,68731.6,66.02,64823.72,4072.96,133.44
704,2023,2,Molasses,Sugar-based,48,250,934.55,233637.5,91.31,85333.76,2849.98,389.69
705,2023,3,Sugarcane,Sugar-based,14,70,188.27,13178.9,54.92,10339.79,905.94,31.06
706,2021,8,Bagasse,Cellulose-based,20,210,696.26,146214.6,48.91,34054.08,3174.63,269.3
707,2024,5,Wheat,Starch-based,55,370,142.54,52739.8,63.2,9008.53,445.51,107.89
708,2021,9,Rice Straw,Cellulose-based,18,190,397.5,75525.0,41.46,16480.35,1290.93,151.58
709,2022,2,Wheat,Starch-based,55,370,823.37,304646.9,83.37,68644.36,3487.54,662.38
710,2021,8,Corn,Starch-based,60,400,722.21,288884.0,107.38,77550.91,2308.87,538.03
711,2024,9,Corn,Starch-based,60,400,935.95,374380.0,100.31,93885.14,3350.58,874.71
712,2023,12,Molasses,Sugar-based,48,250,489.06,122265.0,104.48,51096.99,2132.5,190.25
713,2022,11,Corn,Starch-based,60,400,255.22,102088.0,74.83,19098.11,1032.7,181.4
714,2020,7,Bagasse,Cellulose-based,20,210,870.36,182775.6,42.12,36659.56,4192.6,434.79
715,2022,12,Wheat,Starch-based,55,370,137.73,50960.1,51.94,7153.7,606.03,109.9
716,2023,2,Corn,Starch-based,60,400,475.6,190240.0,61.32,29163.79,1490.6,348.91
717,2021,2,Bagasse,Cellulose-based,20,210,368.65,77416.5,54.98,20268.38,1733.49,189.49
718,2023,9,Molasses,Sugar-based,48,250,560.2,140050.0,118.58,66428.52,2141.96,267.81
719,2020,5,Bagasse,Cellulose-based,20,210,863.75,181387.5,49.42,42686.53,3765.54,328.37
720,2020,11,Corn,Starch-based,60,400,657.34,262936.0,67.91,44639.96,2007.69,609.17
721,2024,8,Sugarcane,Sugar-based,14,70,131.04,9172.8,61.27,8028.82,543.06,13.89
722,2024,6,Rice Straw,Cellulose-based,18,190,193.81,36823.9,93.02,18028.21,832.83,63.87
723,2024,12,Molasses,Sugar-based,48,250,277.32,69330.0,72.15,20008.64,922.59,108.5
724,2020,9,Wheat,Starch-based,55,370,790.14,292351.8,47.14,37247.2,2522.55,657.8
725,2020,3,Wheat,Starch-based,55,370,892.66,330284.2,57.23,51086.93,4227.82,807.55
726,2021,1,Bagasse,Cellulose-based,20,210,452.08,94936.8,56.74,25651.02,1596.46,184.43
727,2024,1,Corn,Starch-based,60,400,600.38,240152.0,93.18,55943.41,2673.26,518.97
728,2023,3,Molasses,Sugar-based,48,250,755.36,188840.0,48.69,36778.48,2903.53,320.68
729,2021,5,Corn,Starch-based,60,400,413.25,165300.0,63.39,26195.92,2051.06,345.13
730,2022,8,Molasses,Sugar-based,48,250,339.7,84925.0,68.8,23371.36,1200.71,172.44
731,2023,2,Corn,Starch-based,60,400,683.52,273408.0,70.42,48133.48,2685.39,411.15
732,2022,7,Bagasse,Cellulose-based,20,210,389.65,81826.5,102.11,39787.16,1660.39,191.02
733,2021,8,Rice Straw,Cellulose-based,18,190,686.82,130495.8,86.99,59746.47,2631.77,311.59
734,2021,12,Rice Straw,Cellulose-based,18,190,794.42,150939.8,43.87,34851.21,3395.07,321.06
735,2021,6,Molasses,Sugar-based,48,250,212.8,53200.0,61.94,13180.83,788.47,110.83
736,2023,9,Sugarcane,Sugar-based,14,70,401.43,28100.1,52.23,20966.69,1383.12,64.14
737,2024,9,Molasses,Sugar-based,48,250,749.72,187430.0,112.44,84298.52,2388.92,456.57
738,2023,7,Molasses,Sugar-based,48,250,588.27,147067.5,52.06,30625.34,2636.8,306.01
739,2023,7,Corn,Starch-based,60,400,284.37,113748.0,82.44,23443.46,1276.51,256.3
740,2021,3,Sugarcane,Sugar-based,14,70,305.44,21380.8,81.76,24972.77,1466.77,34.96
741,2021,9,Wheat,Starch-based,55,370,502.89,186069.3,58.77,29554.85,2505.36,366.82
742,2022,3,Rice Straw,Cellulose-based,18,190,357.19,67866.1,49.02,17509.45,1176.08,161.67
743,2021,6,Sugarcane,Sugar-based,14,70,171.2,11984.0,52.03,8907.54,687.23,29.92
744,2024,7,Rice Straw,Cellulose-based,18,190,245.8,46702.0,81.27,19976.17,1028.48,83.29
745,2022,5,Sugarcane,Sugar-based,14,70,241.86,16930.2,104.42,25255.02,862.13,37.76
746,2022,4,Bagasse,Cellulose-based,20,210,867.6,182196.0,46.97,40751.17,2847.87,397.36
747,2024,9,Rice Straw,Cellulose-based,18,190,145.88,27717.2,92.22,13453.05,646.76,57.55
748,2021,12,Rice Straw,Cellulose-based,18,190,836.98,159026.2,54.34,45481.49,2771.87,264.37
749,2023,5,Rice Straw,Cellulose-based,18,190,170.07,32313.3,66.26,11268.84,711.38,67.0
750,2020,12,Rice Straw,Cellulose-based,18,190,969.93,184286.7,108.29,105033.72,3771.94,306.99
751,2020,7,Sugarcane,Sugar-based,14,70,364.63,25524.1,91.21,33257.9,1818.96,62.59
752,2021,8,Bagasse,Cellulose-based,20,210,765.25,160702.5,53.37,40841.39,2414.13,308.93
753,2020,1,Bagasse,Cellulose-based,20,210,248.29,52140.9,57.9,14375.99,829.4,99.94
754,2023,9,Wheat,Starch-based,55,370,513.98,190172.6,79.6,40912.81,2420.79,367.81
755,2024,2,Corn,Starch-based,60,400,348.22,139288.0,98.79,34400.65,1427.11,323.55
756,2020,8,Corn,Starch-based,60,400,372.81,149124.0,70.43,26257.01,1340.11,249.46
757,2020,3,Molasses,Sugar-based,48,250,483.01,120752.5,86.66,41857.65,2010.72,235.9
758,2020,12,Bagasse,Cellulose-based,20,210,469.88,98674.8,104.24,48980.29,1846.76,184.96
759,2024,7,Wheat,Starch-based,55,370,751.63,278103.1,61.34,46104.98,2929.73,510.69
760,2023,9,Wheat,Starch-based,55,370,732.79,271132.3,94.26,69072.79,3617.59,473.66
761,2020,7,Wheat,Starch-based,55,370,757.97,280448.9,67.39,51079.6,3411.45,488.51
762,2021,4,Sugarcane,Sugar-based,14,70,494.59,34621.3,83.25,41174.62,2104.57,58.23
763,2023,11,Wheat,Starch-based,55,370,179.83,66537.1,66.34,11929.92,793.01,108.3
764,2021,2,Wheat,Starch-based,55,370,442.73,163810.1,56.81,25151.49,1986.02,253.63
765,2023,2,Rice Straw,Cellulose-based,18,190,326.85,62101.5,79.46,25971.5,1366.78,117.36
766,2021,11,Wheat,Starch-based,55,370,575.06,212772.2,114.37,65769.61,2109.78,362.0
767,2023,11,Wheat,Starch-based,55,370,766.89,283749.3,54.77,42002.57,3277.86,564.82
768,2020,4,Sugarcane,Sugar-based,14,70,245.91,17213.7,42.52,10456.09,1000.31,35.76
769,2023,8,Molasses,Sugar-based,48,250,434.15,108537.5,95.76,41574.2,1420.09,183.3
770,2022,11,Sugarcane,Sugar-based,14,70,719.93,50395.1,49.3,35492.55,2423.55,120.16
771,2024,7,Wheat,Starch-based,55,370,579.57,214440.9,96.26,55789.41,2050.3,324.99
772,2021,12,Corn,Starch-based,60,400,123.5,49400.0,81.71,10091.18,493.27,114.25
773,2023,8,Wheat,Starch-based,55,370,894.47,330953.9,59.87,53551.92,3236.72,739.98
774,2024,6,Wheat,Starch-based,55,370,120.24,44488.8,92.92,11172.7,566.25,97.04
775,2023,11,Molasses,Sugar-based,48,250,895.17,223792.5,68.45,61274.39,4068.27,459.28
776,2020,1,Sugarcane,Sugar-based,14,70,785.31,54971.7,58.74,46129.11,3020.79,123.79
777,2020,3,Sugarcane,Sugar-based,14,70,217.44,15220.8,84.16,18299.75,1004.76,23.51
778,2024,4,Corn,Starch-based,60,400,289.18,115672.0,117.72,34042.27,884.29,276.51
779,2024,5,Corn,Starch-based,60,400,735.13,294052.0,58.86,43269.75,2923.8,649.71
780,2023,2,Sugarcane,Sugar-based,14,70,507.13,35499.1,69.18,35083.25,2409.74,83.8
781,2024,3,Rice Straw,Cellulose-based,18,190,397.67,75557.3,81.73,32501.57,1200.97,129.26
782,2023,11,Bagasse,Cellulose-based,20,210,414.61,87068.1,88.25,36589.33,1417.93,176.97
783,2023,12,Wheat,Starch-based,55,370,777.85,287804.5,83.73,65129.38,2672.53,623.18
784,2024,6,Bagasse,Cellulose-based,20,210,504.74,105995.4,68.66,34655.45,2050.83,250.33
785,2020,9,Corn,Starch-based,60,400,387.47,154988.0,102.09,39556.81,1498.83,327.68
786,2023,7,Bagasse,Cellulose-based,20,210,253.51,53237.1,50.79,12875.77,1199.2,120.9
787,2022,1,Wheat,Starch-based,55,370,568.6,210382.0,116.8,66412.48,2263.17,449.58
788,2021,7,Corn,Starch-based,60,400,587.66,235064.0,65.26,38350.69,2143.99,549.71
789,2022,9,Wheat,Starch-based,55,370,830.26,307196.2,115.9,96227.13,3824.6,631.81
790,2024,7,Wheat,Starch-based,55,370,297.54,110089.8,81.74,24320.92,1162.98,264.69
791,2021,12,Bagasse,Cellulose-based,20,210,633.89,133116.9,114.99,72891.01,2080.8,249.93
792,2022,11,Wheat,Starch-based,55,370,358.96,132815.2,119.3,42823.93,1740.06,258.04
793,2023,3,Corn,Starch-based,60,400,376.99,150796.0,100.07,37725.39,1807.77,304.73
794,2024,5,Bagasse,Cellulose-based,20,210,291.83,61284.3,78.26,22838.62,1212.63,130.96
795,2020,6,Wheat,Starch-based,55,370,620.4,229548.0,94.72,58764.29,2921.93,460.88
796,2022,11,Molasses,Sugar-based,48,250,955.49,238872.5,76.56,73152.31,3866.02,461.51
797,2022,2,Corn,Starch-based,60,400,433.19,173276.0,91.96,39836.15,1572.8,260.82
798,2020,8,Corn,Starch-based,60,400,272.81,109124.0,76.83,20959.99,1157.64,164.51
799,2024,8,Sugarcane,Sugar-based,14,70,570.35,39924.5,80.81,46089.98,1946.42,88.61
800,2021,4,Sugarcane,Sugar-based,14,70,467.63,32734.1,56.44,26393.04,1482.02,58.26
801,2021,12,Bagasse,Cellulose-based,20,210,232.19,48759.9,92.78,21542.59,1125.72,117.77
802,2024,9,Corn,Starch-based,60,400,425.07,170028.0,113.3,48160.43,1948.4,306.75
803,2023,3,Bagasse,Cellulose-based,20,210,590.72,124051.2,44.38,26216.15,2045.16,293.44
804,2023,12,Bagasse,Cellulose-based,20,210,574.67,120680.7,71.24,40939.49,1975.22,181.28
805,2022,1,Bagasse,Cellulose-based,20,210,597.36,125445.6,73.97,44186.72,2110.54,246.78
806,2023,6,Sugarcane,Sugar-based,14,70,777.76,54443.2,50.04,38919.11,2688.46,100.13
807,2023,6,Sugarcane,Sugar-based,14,70,716.32,50142.4,89.62,64196.6,2827.63,103.13
808,2022,5,Molasses,Sugar-based,48,250,779.4,194850.0,84.41,65789.15,2715.6,394.68
809,2022,1,Wheat,Starch-based,55,370,187.42,69345.4,44.64,8366.43,575.63,134.96
810,2024,9,Molasses,Sugar-based,48,250,911.16,227790.0,42.38,38614.96,3392.5,398.56
811,2023,9,Rice Straw,Cellulose-based,18,190,139.77,26556.3,119.39,16687.14,524.26,62.83
812,2021,2,Molasses,Sugar-based,48,250,488.01,122002.5,67.46,32921.15,1627.97,227.46
813,2021,5,Molasses,Sugar-based,48,250,323.46,80865.0,74.31,24036.31,1527.15,125.66
814,2022,3,Corn,Starch-based,60,400,667.01,266804.0,98.57,65747.18,2210.0,634.26
815,2023,2,Corn,Starch-based,60,400,381.62,152648.0,57.32,21874.46,1626.29,252.0
816,2022,10,Rice Straw,Cellulose-based,18,190,899.03,170815.7,117.19,105357.33,3726.65,300.3
817,2022,7,Bagasse,Cellulose-based,20,210,138.79,29145.9,90.71,12589.64,577.36,59.55
818,2024,1,Sugarcane,Sugar-based,14,70,583.51,40845.7,81.49,47550.23,1978.51,73.82
819,2020,11,Molasses,Sugar-based,48,250,864.84,216210.0,67.27,58177.79,3873.57,418.96
820,2023,7,Bagasse,Cellulose-based,20,210,441.4,92694.0,71.13,31396.78,2121.14,219.0
821,2021,5,Bagasse,Cellulose-based,20,210,741.47,155708.7,97.56,72337.81,3293.57,291.83
